DATE; PX_LAST;PX_CLOSE_1D;CF_CASH_FROM_OPER;EXPLORATION_COST;FINDING_COST_BOE;BS_LT_BORROW;CAPEX_TO_TOTAL_ASSETS;E&P_CAPITAL_EXPENDITURES;CAPITAL_EXPEND;SUCCESS_RATE;PRODUCTIVE_GAS_WELLS_GROSS;PRODUCTIVE_OIL_WELLS_GROSS;DEVEL_WELLS_DRILLED_NET_US;EXPLOR_WELLS_DRILLED_NET_US;PRODUCTIVE_OIL_WELLS_NET_US;PRODUCTIVE_OIL_WELLS_GROSS_US;DEVEL_WELLS_DRILLED_GROSS_US;PRODUCTIVE_GAS_WELLS_NET_US;PRODUCTIVE_GAS_WELLS_GROSS_US;EXPLOR_WELLS_DRILLED_NET;DEVEL_WELLS_DRILLED_NET;PRODUCTIVE_GAS_WELLS_NET;PRODUCTIVE_OIL_WELLS_NET;NET_DEVELOPED_ACREAGE_US;GROSS_DEVELOPED_ACREAGE_US;NET_UNDEVELOPED_ACREAGE_US;GROSS_DEVELOPED_ACREAGE;GROSS_UNDEVELOPED_ACREAGE;NET_UNDEVELOPED_ACREAGE;NET_DEVELOPED_ACREAGE;RESERVE_REPLACEMENT_BOE;OIL_RESERVES_END_YEAR_WORLDWIDE;OIL_RESERVES_END_YR_US;GAS_END_YEAR_WORLD;GAS_RESERVES_END_YR_US;OIL_PRODUCTION_WORLD_MBBL_DY;OIL_PRODUCTION_US_MBBL_DY;GAS_PRODUCTION_WORLD_MMCF_DY;GAS_PRODUCTION_US_MMCF_DY;BOE_END_YEAR_WORLD;BOE_RESERVES_END_YR_US;TOTAL_PRODUCTION_MMBOE;DAILY_PROD_MBOE_US;TOTAL_PRODUCTION_WORLD_MBOE_DY;Dummy;;Tick
29.12.1989;31,25;25,625;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;ZAZA 
31.12.1990;25;31,25;0,1146;;;0;;;-1,2746;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;ZAZA 
31.12.1991;30;25;0,1644;;;0;;;-0,1931;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;ZAZA 
31.12.1992;21,25;30;0,2622;;;0;;;-0,4806;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;ZAZA 
31.12.1993;37,5;21,25;0,63;;;0;;;-0,695;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;ZAZA 
30.12.1994;37,5;37,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;ZAZA 
31.12.1994;;;0,419;;;0;;;-0,526;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;ZAZA 
29.12.1995;26,25;37,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;ZAZA 
31.12.1995;;;-0,011;;;0;;;-1,053;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;ZAZA 
31.12.1996;25;26,25;0,609;;;0;;;-0,923;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;ZAZA 
31.12.1997;44,375;25;0,831;;;0;;;-0,718;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;ZAZA 
31.12.1998;31,25;44,375;0,277;0,133;4,8364;7,88;70,5288;13,952;-13,981;13,0178;183;4029;;;;;;;;0;0,22;7,35;15,33;;;;115,031;149,468;122,316;15,751;1232,1925;;;9,791;9,791;0,2468;;1,0818;;2,7448;;0,1559;;0,4271;0;;ZAZA 
31.12.1999;43,75;31,25;0,763;0,028;0,2438;14,667;34,805;9,208;-9,366;79,0323;297;4137;;;;;;;;0,13;0,36;12,25;28,89;;;;164,484;36,714;18,54;30,767;390,5492;;;8,211;8,211;0,3532;;2,5178;;3,5655;;0,2821;;0,7728;0;;ZAZA 
29.12.2000;61,25;43,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;ZAZA 
31.12.2000;;;5,638;0,931;3,3112;15,244;5,8351;2,353;-2,653;63,6364;767;3820;;;;;;;;0,83;0,29;34,58;48,63;;;;257,479;47,972;22,95;36,702;;;;13,684;13,684;0,75;;3,613;;4,8037;4,8037;0,4949;;1,3522;0;;ZAZA 
31.12.2001;46;61,25;8,22;1,809;6,4225;39,034;12,6824;11,979;-11,606;52,292;353;796;;;;;;;;1,64;1,44;42,31;123,65;;;;351,307;3075,2029;2130,3279;72,252;1544,6158;;;12,923;12,923;0,811;;4,881;;13,3678;;0,5929;;1,6245;0;;ZAZA 
31.12.2002;25,1;46;6,362;;;29,02;;;-6,178;;;;;;;;;;;;;;;;;;;;;;357,254;;;12,121;;2,102;2,102;4,965;4,965;16,1222;1,887;1,0693;2,929;2,9295;0;;ZAZA 
31.12.2003;46,5;25,1;6,879;;;2,16;4,0561;3,713;-3,713;14,4737;269;741;;;;;;;;0;0,22;29,3;111,49;;;;345839;4695493;3358811;101059;;;;11,282;;;;;;15,585;1,838;;;;0;;ZAZA 
31.12.2004;221,9;46,5;0,094;11,255;472,2378;8,985;17,6849;16,743;-16,743;94,7917;272;756;0,95;;21,4;641;7;29,5;272;1,15;7,95;29,5;122,32;37,325;253,42;39,028;309,411;4042,85;3215,004;64,631;-191,0714;;;4,933;4,933;1,478;0,191;1,555;1,555;13,7652;1,6022;0,6358;0,45;1,7372;0;;ZAZA 
30.12.2005;210,7;221,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;ZAZA 
31.12.2005;;;-0,138;0,203;0,0923;91,25;;;-50,163;92,4829;280;782;0,12;0,7;21,89;663;27;29,83;280;1,2;6,92;29,83;128,33;37,405;253,74;40,208;309,73;4407,337;3687,605;64,724;29,7667;;;9,957;5,295;1,45;0,165;1,56;1,56;13,3035;1,6755;0,6242;0,425;1,71;0;;ZAZA 
29.12.2006;257,7;210,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;ZAZA 
31.12.2006;;;14,104;13,569;4,4355;107,8;;;-105,165;62,2276;313;828;;;;;;;;0;2,57;36,35;154,19;;;;310,13;5235,869;4126,617;64,822;313,9607;;;25,415;;1,418;;1,376;;14,5708;;0,6013;;1,6473;0;;ZAZA 
31.12.2007;69,9;257,7;-25,786;21,84;134,4;116,25;;;-90,644;;5;146;;;;;;;;1;;5;133,15;;;;33,443;5900,063;4772,277;27,139;-79,5686;;;13,711;;1,256;;4,367;;13,3082;;0,7241;;1,9838;0;;ZAZA 
31.12.2008;54,9;69,9;16,766;0,575;;80,275;1,1803;2,445;-10,702;;0;146;;;;;;;;0;;0;133,15;;;;33,937;5899,569;4134,322;27,633;-659,7526;;;11,513;;1,001;;6,263;;7,5758;;0,807;;2,205;0;;ZAZA 
31.12.2009;99;54,9;-7,345;2,887;;22,231;3,5243;3,424;-7,914;;0;131;;;;;;;;1;;0;131;;;;24,26;749,222;648,824;24,26;-440,498;;;;;0,9;;;;5,803;;0,3285;;0,9;0;;ZAZA 
31.12.2010;155,2;99;10,535;0,218;;34,394;1,0668;1,07;-1,503;;;133;;;;;;;;0;;;133;;;;24,26;780,299;339,636;24,26;13,3127;;;0;;0,885;;;;5,523;;0,323;;0,885;0;TG;ZAZA 
30.12.2011;51,5;155,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;TG;ZAZA 
31.12.2011;;;2,975;0;0;0;18,0585;12,642;-12,642;;1;20;;;;;;;;0;;0,1;2;;;;25;985,611;412,868;24,334;398,1423;0,945;0,945;4,129;4,129;0,0761;0,0761;0,0319;0,0319;6,4592;1,6332;0,0297;0,0814;0,0814;0;TG;ZAZA 
31.12.2012;20,5;51,5;-123,815;28,366;9,9055;103,148;24,2388;54,08;-54,08;;2;11;;;;;;;;0;;2;1,7;;;;4,573;206,101;155,589;2,208;554,9956;3,063;3,063;1,713;1,713;0,2663;0,2663;0,4432;0,4432;3,3485;3,3485;0,1246;0,3405;0,3405;0;TG;ZAZA 
31.12.2013;9,5563;20,5;-33,452;24,958;467,9625;107,924;54,1249;47,382;-47,382;100;14;19;2;1;5,4;19;7;4,9;14;1;2;4,9;5,4;7,784;26,444;56,69;26,444;179,1;56,69;7,784;-1921,2658;0,321;0,321;2,197;2,197;0,2453;0,2453;0,6858;0,6858;0,6872;0,6872;0,1313;0,3596;0,3596;0;TG;ZAZA 
31.12.2014;2,52;9,5563;-17,219;3,609;9,0225;85,888;-17,5518;-10,569;-10,569;100;18;25;0;1,2;5,2;25;0;7,3;18;1,2;0;7,3;5,2;8,664;32,878;41,176;32,878;133,101;41,176;8,664;240,2597;0,279;0,279;2,6;2,6;0,2359;0,2359;1,5411;1,5411;1,011;1,011;0,2316;0,6347;0,6347;0;TG;ZAZA 
31.12.2015;0,0805;2,52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;ZAZA 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;ZAZA 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;ZAZA 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;ZAZA 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;ZAZA 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;ZAZA 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;ZAZA 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;ZAZA 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;ZAZA 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;ZAZA 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;ZAZA 
#NAVN?;2,9;2,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;GEOR 
31.12.2007;3,51;2,9;1,0126;2,1597;;0;11,8196;5,2144;-5,2203;;;;;;;;;;;;;;;2,027;2,027;126,118;2,027;370,29;156,374;2,027;16,6952;;;23,138;;;;5,49;5,49;3,8563;;0;0,915;0,915;0;TH;GEOR 
31.12.2008;0,73;3,51;3,1111;4,7222;;7,0194;;;-5,5737;;;;;;;;;;;;;;;2,027;2,027;126,384;2,027;377,52;159,144;2,027;-139,1577;;;20,47;;;;3,49;3,49;3,4117;;0,2129;0,5817;0,5817;0;TH;GEOR 
31.12.2009;0,73;0,73;-4,774;0,471;0,5383;5,9866;;;-1,3469;;;;;;;;;;;;;;;3,52;3,52;129,814;3,52;373,986;160,07;3,52;-127,7571;;;18,632;;;;3,5;3,5;3,1053;;0,2129;0,5833;0,5833;0;TH;GEOR 
31.12.2010;0,44;0,73;-3,4237;0,2012;;5,4876;;;-0,1479;;3;;;;;;;3;3;;;3;;2,027;2,027;3,046;2,027;247,218;33,302;2,027;55,7981;;;18,308;;;;2,009;2,009;3,0513;;0,1222;0,3348;0,3348;0;TH;GEOR 
30.12.2011;0,23;0,44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;TH;GEOR 
31.12.2011;;;-4,4033;0,0686;;1,4237;;;-1,3822;;3;;;;;;;3;3;;;3;;2,027;2,027;2,843;2,027;247,015;33,099;2,027;376,6667;;;18,889;;;;0,8;0,8;3,1482;;0,0487;0,1333;0,1333;0;TH;GEOR 
31.12.2012;0,07;0,23;-2,0003;0,214;;1,6444;;;-0,2308;;3;;;;;;;3;3;;;3;;2,027;2,027;1,986;2,027;5,826;5,826;2,027;-848,2759;;;17,789;;;;0,44;0,44;2,9648;;0,0268;0,0733;0,0733;0;TH;GEOR 
31.12.2013;0,019;0,07;-1,1018;;;0,0799;;;-0,204;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;TH;GEOR 
31.12.2014;0,0331;0,019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;GEOR 
31.12.2015;0,012;0,0331;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;GEOR 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;GEOR 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;GEOR 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;GEOR 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;GEOR 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;GEOR 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;GEOR 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;GEOR 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;GEOR 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;GEOR 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;GEOR 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;GEOR 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;GEOR 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;GEOR 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;GEOR 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;GEOR 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;GEOR 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;GEOR 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;GEOR 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;GEOR 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;GEOR 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;GEOR 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;GEOR 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;GEOR 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;GEOR 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;GEOR 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;GEOR 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;GEOR 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;GEOR 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;GEOR 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;GEOR 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;GEOR 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;GEOR 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;GEOR 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;GEOR 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;GEOR 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;GEOR 
30.12.2005;1,855;1,855;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;SKPI 
29.12.2006;0,68;1,855;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;SKPI 
31.12.2007;0,215;0,68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;SKPI 
31.12.2008;0,06;0,215;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;SKPI 
31.12.2009;0,252;0,06;-0,2149;;;0;;;-0,0025;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;SKPI 
31.12.2010;0,44;0,252;-0,9797;;;0;;;-0,0085;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;SKPI 
30.12.2011;0,125;0,44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;SKPI 
31.12.2011;;;-1,5489;;;0;;;-0,0268;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;SKPI 
31.12.2012;0,16;0,125;-1,1438;;;0;;;-0,0059;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;SKPI 
31.12.2013;0,09;0,16;-1,4181;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;SKPI 
31.12.2014;0,026;0,09;-0,4585;;;0,0313;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;SKPI 
31.12.2015;0,0161;0,026;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;SKPI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;SKPI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;SKPI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;SKPI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;SKPI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;SKPI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;SKPI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;SKPI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;SKPI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;SKPI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;SKPI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;SKPI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;SKPI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;SKPI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;SKPI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;SKPI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;SKPI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;SKPI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;SKPI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;SKPI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;SKPI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;SKPI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;SKPI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;SKPI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;SKPI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;SKPI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;SKPI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;SKPI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;SKPI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;SKPI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;SKPI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;SKPI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;SKPI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;SKPI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;SKPI 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;SKPI 
31.12.2001;0,6;0,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;TH;COGLF 
31.12.2002;1;0,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;TH;COGLF 
31.12.2003;0,2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;TH;COGLF 
31.12.2004;1,75;0,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;TH;COGLF 
30.12.2005;0,27;1,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;TH;COGLF 
31.12.2005;;;-0,119;;;0;;;-0,4727;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;TH;COGLF 
29.12.2006;0,3;0,27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;COGLF 
31.12.2006;;;-0,1606;;;0;;;-0,1044;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;COGLF 
31.12.2007;0,48;0,3;-0,149;;;0;;;-0,0161;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;TH;COGLF 
31.12.2008;0,13;0,48;-0,0641;;;0;;;-0,025;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;TH;COGLF 
31.12.2009;0,125;0,13;-0,1037;;;0;;;-0,0011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;TH;COGLF 
31.12.2010;0,14;0,125;-0,0289;;;0;;;-0,0263;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;TH;COGLF 
30.12.2011;0,23;0,14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;TH;COGLF 
31.12.2011;;;-0,0518;;;0;;;-0,0306;;;;;;;;;;;;;;;;;;;;;;916,2532;;;0,117;;;;;;0,0365;;;;;0;TH;COGLF 
31.12.2012;0,17;0,23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;TH;COGLF 
31.12.2013;0,2445;0,17;0,048;;;;;;-0,3088;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;TH;COGLF 
31.12.2014;0,0947;0,2445;-0,1288;;;0;;;-0,1876;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;TH;COGLF 
31.12.2015;0,0284;0,0947;-0,2237;;;0;;;-0,142;;0;0;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;0;TH;COGLF 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;COGLF 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;COGLF 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;COGLF 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;COGLF 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;COGLF 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;COGLF 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;COGLF 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;COGLF 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;COGLF 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;COGLF 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;COGLF 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;COGLF 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;COGLF 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;COGLF 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;COGLF 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;COGLF 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;COGLF 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;COGLF 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;COGLF 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;COGLF 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;COGLF 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;COGLF 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;COGLF 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;COGLF 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;COGLF 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;COGLF 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;COGLF 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;COGLF 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;COGLF 
#NAVN?;0,425;0,425;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;CEGX 
30.12.2011;0,4125;0,425;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;CEGX 
